TSA,tsa_id,bioproject,biosample,sex,stage,tissue
GFNP00000000.1,GFNP,PRJNA385251,SAMN06920566,None,larvae,None
GFPX00000000.1,GFPX,PRJNA380865,SAMN07268516,None,None,whole body
GFPX00000000.1,GFPX,PRJNA380865,SAMN07268516,None,adult,None
GFPX00000000.1,GFPX,PRJNA380865,SAMN07268516,female,None,None
GFPX00000000.1,GFPX,PRJNA380865,SAMN07268517,None,None,whole body
GFPX00000000.1,GFPX,PRJNA380865,SAMN07268517,None,adult,None
GFPX00000000.1,GFPX,PRJNA380865,SAMN07268517,female,None,None
GFPX00000000.1,GFPX,PRJNA380865,SAMN07268518,None,None,whole body
GFPX00000000.1,GFPX,PRJNA380865,SAMN07268518,None,adult,None
GFPX00000000.1,GFPX,PRJNA380865,SAMN07268518,female,None,None
GFPX00000000.1,GFPX,PRJNA380865,SAMN07268519,None,None,whole body
GFPX00000000.1,GFPX,PRJNA380865,SAMN07268519,None,adult,None
GFPX00000000.1,GFPX,PRJNA380865,SAMN07268519,female,None,None
GFPX00000000.1,GFPX,PRJNA380865,SAMN07268520,None,None,whole body
GFPX00000000.1,GFPX,PRJNA380865,SAMN07268520,None,adult,None
GFPX00000000.1,GFPX,PRJNA380865,SAMN07268520,female,None,None
GFPX00000000.1,GFPX,PRJNA380865,SAMN07268521,None,None,whole body
GFPX00000000.1,GFPX,PRJNA380865,SAMN07268521,None,adult,None
GFPX00000000.1,GFPX,PRJNA380865,SAMN07268521,female,None,None
GFPX00000000.1,GFPX,PRJNA380865,SAMN07268522,None,None,whole body
GFPX00000000.1,GFPX,PRJNA380865,SAMN07268522,None,adult,None
GFPX00000000.1,GFPX,PRJNA380865,SAMN07268522,male,None,None
GFPX00000000.1,GFPX,PRJNA380865,SAMN07268523,None,None,whole body
GFPX00000000.1,GFPX,PRJNA380865,SAMN07268523,None,adult,None
GFPX00000000.1,GFPX,PRJNA380865,SAMN07268523,male,None,None
GFPX00000000.1,GFPX,PRJNA380865,SAMN07268524,None,None,whole body
GFPX00000000.1,GFPX,PRJNA380865,SAMN07268524,None,adult,None
GFPX00000000.1,GFPX,PRJNA380865,SAMN07268524,male,None,None
GFPZ00000000.1,GFPZ,PRJNA380865,SAMN07268528,None,None,whole body
GFPZ00000000.1,GFPZ,PRJNA380865,SAMN07268528,None,adult,None
GFPZ00000000.1,GFPZ,PRJNA380865,SAMN07268528,female,None,None
GFPZ00000000.1,GFPZ,PRJNA380865,SAMN07268529,None,None,whole body
GFPZ00000000.1,GFPZ,PRJNA380865,SAMN07268529,None,adult,None
GFPZ00000000.1,GFPZ,PRJNA380865,SAMN07268529,female,None,None
GFPZ00000000.1,GFPZ,PRJNA380865,SAMN07268530,None,None,whole body
GFPZ00000000.1,GFPZ,PRJNA380865,SAMN07268530,None,adult,None
GFPZ00000000.1,GFPZ,PRJNA380865,SAMN07268530,female,None,None
GFPY00000000.1,GFPY,PRJNA380865,SAMN07268525,None,None,whole body
GFPY00000000.1,GFPY,PRJNA380865,SAMN07268525,None,adult,None
GFPY00000000.1,GFPY,PRJNA380865,SAMN07268525,female,None,None
GFPY00000000.1,GFPY,PRJNA380865,SAMN07268526,None,None,whole body
GFPY00000000.1,GFPY,PRJNA380865,SAMN07268526,None,adult,None
GFPY00000000.1,GFPY,PRJNA380865,SAMN07268526,female,None,None
GFPY00000000.1,GFPY,PRJNA380865,SAMN07268527,None,None,whole body
GFPY00000000.1,GFPY,PRJNA380865,SAMN07268527,None,adult,None
GFPY00000000.1,GFPY,PRJNA380865,SAMN07268527,female,None,None
GFPV00000000.1,GFPV,PRJNA380865,SAMN07268504,None,None,whole body
GFPV00000000.1,GFPV,PRJNA380865,SAMN07268504,None,adult,None
GFPV00000000.1,GFPV,PRJNA380865,SAMN07268504,female,None,None
GFPV00000000.1,GFPV,PRJNA380865,SAMN07268505,None,None,whole body
GFPV00000000.1,GFPV,PRJNA380865,SAMN07268505,None,adult,None
GFPV00000000.1,GFPV,PRJNA380865,SAMN07268505,female,None,None
GFPV00000000.1,GFPV,PRJNA380865,SAMN07268506,None,None,whole body
GFPV00000000.1,GFPV,PRJNA380865,SAMN07268506,None,adult,None
GFPV00000000.1,GFPV,PRJNA380865,SAMN07268506,female,None,None
GFPR00000000.1,GFPR,PRJNA380865,SAMN07268501,None,None,whole body
GFPR00000000.1,GFPR,PRJNA380865,SAMN07268501,None,adult,None
GFPR00000000.1,GFPR,PRJNA380865,SAMN07268501,female,None,None
GFPR00000000.1,GFPR,PRJNA380865,SAMN07268502,None,None,whole body
GFPR00000000.1,GFPR,PRJNA380865,SAMN07268502,None,adult,None
GFPR00000000.1,GFPR,PRJNA380865,SAMN07268502,female,None,None
GFPR00000000.1,GFPR,PRJNA380865,SAMN07268503,None,None,whole body
GFPR00000000.1,GFPR,PRJNA380865,SAMN07268503,None,adult,None
GFPR00000000.1,GFPR,PRJNA380865,SAMN07268503,female,None,None
GFPW00000000.1,GFPW,PRJNA380865,SAMN07268507,None,None,whole body
GFPW00000000.1,GFPW,PRJNA380865,SAMN07268507,None,adult,None
GFPW00000000.1,GFPW,PRJNA380865,SAMN07268507,female,None,None
GFPW00000000.1,GFPW,PRJNA380865,SAMN07268508,None,None,whole body
GFPW00000000.1,GFPW,PRJNA380865,SAMN07268508,None,adult,None
GFPW00000000.1,GFPW,PRJNA380865,SAMN07268508,female,None,None
GFPW00000000.1,GFPW,PRJNA380865,SAMN07268509,None,None,whole body
GFPW00000000.1,GFPW,PRJNA380865,SAMN07268509,None,adult,None
GFPW00000000.1,GFPW,PRJNA380865,SAMN07268509,female,None,None
GFPW00000000.1,GFPW,PRJNA380865,SAMN07268510,None,None,whole body
GFPW00000000.1,GFPW,PRJNA380865,SAMN07268510,None,adult,None
GFPW00000000.1,GFPW,PRJNA380865,SAMN07268510,female,None,None
GFPW00000000.1,GFPW,PRJNA380865,SAMN07268511,None,None,whole body
GFPW00000000.1,GFPW,PRJNA380865,SAMN07268511,None,adult,None
GFPW00000000.1,GFPW,PRJNA380865,SAMN07268511,female,None,None
GFPW00000000.1,GFPW,PRJNA380865,SAMN07268512,None,None,whole body
GFPW00000000.1,GFPW,PRJNA380865,SAMN07268512,None,adult,None
GFPW00000000.1,GFPW,PRJNA380865,SAMN07268512,female,None,None
GFPW00000000.1,GFPW,PRJNA380865,SAMN07268513,None,None,whole body
GFPW00000000.1,GFPW,PRJNA380865,SAMN07268513,None,adult,None
GFPW00000000.1,GFPW,PRJNA380865,SAMN07268513,male,None,None
GFPW00000000.1,GFPW,PRJNA380865,SAMN07268514,None,None,whole body
GFPW00000000.1,GFPW,PRJNA380865,SAMN07268514,None,adult,None
GFPW00000000.1,GFPW,PRJNA380865,SAMN07268514,male,None,None
GFPW00000000.1,GFPW,PRJNA380865,SAMN07268515,None,None,whole body
GFPW00000000.1,GFPW,PRJNA380865,SAMN07268515,None,adult,None
GFPW00000000.1,GFPW,PRJNA380865,SAMN07268515,male,None,None
GFPU00000000.1,GFPU,PRJNA380865,SAMN07268498,None,None,whole body
GFPU00000000.1,GFPU,PRJNA380865,SAMN07268498,None,adult,None
GFPU00000000.1,GFPU,PRJNA380865,SAMN07268498,female,None,None
GFPU00000000.1,GFPU,PRJNA380865,SAMN07268499,None,None,whole body
GFPU00000000.1,GFPU,PRJNA380865,SAMN07268499,None,adult,None
GFPU00000000.1,GFPU,PRJNA380865,SAMN07268499,female,None,None
GFPU00000000.1,GFPU,PRJNA380865,SAMN07268500,None,None,whole body
GFPU00000000.1,GFPU,PRJNA380865,SAMN07268500,None,adult,None
GFPU00000000.1,GFPU,PRJNA380865,SAMN07268500,female,None,None
GFPT00000000.1,GFPT,PRJNA380865,SAMN07268480,None,None,whole body
GFPT00000000.1,GFPT,PRJNA380865,SAMN07268480,None,adult,None
GFPT00000000.1,GFPT,PRJNA380865,SAMN07268480,female,None,None
GFPT00000000.1,GFPT,PRJNA380865,SAMN07268481,None,None,whole body
GFPT00000000.1,GFPT,PRJNA380865,SAMN07268481,None,adult,None
GFPT00000000.1,GFPT,PRJNA380865,SAMN07268481,female,None,None
GFPT00000000.1,GFPT,PRJNA380865,SAMN07268482,None,None,whole body
GFPT00000000.1,GFPT,PRJNA380865,SAMN07268482,None,adult,None
GFPT00000000.1,GFPT,PRJNA380865,SAMN07268482,female,None,None
GFPT00000000.1,GFPT,PRJNA380865,SAMN07268483,None,None,whole body
GFPT00000000.1,GFPT,PRJNA380865,SAMN07268483,None,adult,None
GFPT00000000.1,GFPT,PRJNA380865,SAMN07268483,female,None,None
GFPT00000000.1,GFPT,PRJNA380865,SAMN07268484,None,None,whole body
GFPT00000000.1,GFPT,PRJNA380865,SAMN07268484,None,adult,None
GFPT00000000.1,GFPT,PRJNA380865,SAMN07268484,female,None,None
GFPT00000000.1,GFPT,PRJNA380865,SAMN07268485,None,None,whole body
GFPT00000000.1,GFPT,PRJNA380865,SAMN07268485,None,adult,None
GFPT00000000.1,GFPT,PRJNA380865,SAMN07268485,female,None,None
GFPT00000000.1,GFPT,PRJNA380865,SAMN07268486,None,None,whole body
GFPT00000000.1,GFPT,PRJNA380865,SAMN07268486,None,adult,None
GFPT00000000.1,GFPT,PRJNA380865,SAMN07268486,male,None,None
GFPT00000000.1,GFPT,PRJNA380865,SAMN07268487,None,None,whole body
GFPT00000000.1,GFPT,PRJNA380865,SAMN07268487,None,adult,None
GFPT00000000.1,GFPT,PRJNA380865,SAMN07268487,male,None,None
GFPT00000000.1,GFPT,PRJNA380865,SAMN07268488,None,None,whole body
GFPT00000000.1,GFPT,PRJNA380865,SAMN07268488,None,adult,None
GFPT00000000.1,GFPT,PRJNA380865,SAMN07268488,male,None,None
GFPS00000000.1,GFPS,PRJNA380865,SAMN07268489,None,None,whole body
GFPS00000000.1,GFPS,PRJNA380865,SAMN07268489,None,adult,None
GFPS00000000.1,GFPS,PRJNA380865,SAMN07268489,female,None,None
GFPS00000000.1,GFPS,PRJNA380865,SAMN07268490,None,None,whole body
GFPS00000000.1,GFPS,PRJNA380865,SAMN07268490,None,adult,None
GFPS00000000.1,GFPS,PRJNA380865,SAMN07268490,female,None,None
GFPS00000000.1,GFPS,PRJNA380865,SAMN07268491,None,None,whole body
GFPS00000000.1,GFPS,PRJNA380865,SAMN07268491,None,adult,None
GFPS00000000.1,GFPS,PRJNA380865,SAMN07268491,female,None,None
GFPS00000000.1,GFPS,PRJNA380865,SAMN07268492,None,None,whole body
GFPS00000000.1,GFPS,PRJNA380865,SAMN07268492,None,adult,None
GFPS00000000.1,GFPS,PRJNA380865,SAMN07268492,female,None,None
GFPS00000000.1,GFPS,PRJNA380865,SAMN07268493,None,None,whole body
GFPS00000000.1,GFPS,PRJNA380865,SAMN07268493,None,adult,None
GFPS00000000.1,GFPS,PRJNA380865,SAMN07268493,female,None,None
GFPS00000000.1,GFPS,PRJNA380865,SAMN07268494,None,None,whole body
GFPS00000000.1,GFPS,PRJNA380865,SAMN07268494,None,adult,None
GFPS00000000.1,GFPS,PRJNA380865,SAMN07268494,female,None,None
GFPS00000000.1,GFPS,PRJNA380865,SAMN07268495,None,None,whole body
GFPS00000000.1,GFPS,PRJNA380865,SAMN07268495,None,adult,None
GFPS00000000.1,GFPS,PRJNA380865,SAMN07268495,male,None,None
GFPS00000000.1,GFPS,PRJNA380865,SAMN07268496,None,None,whole body
GFPS00000000.1,GFPS,PRJNA380865,SAMN07268496,None,adult,None
GFPS00000000.1,GFPS,PRJNA380865,SAMN07268496,male,None,None
GFPS00000000.1,GFPS,PRJNA380865,SAMN07268497,None,None,whole body
GFPS00000000.1,GFPS,PRJNA380865,SAMN07268497,None,adult,None
GFPS00000000.1,GFPS,PRJNA380865,SAMN07268497,male,None,None
GFPP00000000.1,GFPP,PRJNA380865,SAMN07268471,None,None,whole body
GFPP00000000.1,GFPP,PRJNA380865,SAMN07268471,None,adult,None
GFPP00000000.1,GFPP,PRJNA380865,SAMN07268471,female,None,None
GFPP00000000.1,GFPP,PRJNA380865,SAMN07268472,None,None,whole body
GFPP00000000.1,GFPP,PRJNA380865,SAMN07268472,None,adult,None
GFPP00000000.1,GFPP,PRJNA380865,SAMN07268472,female,None,None
GFPP00000000.1,GFPP,PRJNA380865,SAMN07268473,None,None,whole body
GFPP00000000.1,GFPP,PRJNA380865,SAMN07268473,None,adult,None
GFPP00000000.1,GFPP,PRJNA380865,SAMN07268473,female,None,None
GFPP00000000.1,GFPP,PRJNA380865,SAMN07268474,None,None,whole body
GFPP00000000.1,GFPP,PRJNA380865,SAMN07268474,None,adult,None
GFPP00000000.1,GFPP,PRJNA380865,SAMN07268474,female,None,None
GFPP00000000.1,GFPP,PRJNA380865,SAMN07268475,None,None,whole body
GFPP00000000.1,GFPP,PRJNA380865,SAMN07268475,None,adult,None
GFPP00000000.1,GFPP,PRJNA380865,SAMN07268475,female,None,None
GFPP00000000.1,GFPP,PRJNA380865,SAMN07268476,None,None,whole body
GFPP00000000.1,GFPP,PRJNA380865,SAMN07268476,None,adult,None
GFPP00000000.1,GFPP,PRJNA380865,SAMN07268476,female,None,None
GFPP00000000.1,GFPP,PRJNA380865,SAMN07268477,None,None,whole body
GFPP00000000.1,GFPP,PRJNA380865,SAMN07268477,None,adult,None
GFPP00000000.1,GFPP,PRJNA380865,SAMN07268477,male,None,None
GFPP00000000.1,GFPP,PRJNA380865,SAMN07268478,None,None,whole body
GFPP00000000.1,GFPP,PRJNA380865,SAMN07268478,None,adult,None
GFPP00000000.1,GFPP,PRJNA380865,SAMN07268478,male,None,None
GFPP00000000.1,GFPP,PRJNA380865,SAMN07268479,None,None,whole body
GFPP00000000.1,GFPP,PRJNA380865,SAMN07268479,None,adult,None
GFPP00000000.1,GFPP,PRJNA380865,SAMN07268479,male,None,None
GGPH00000000.1,GGPH,PRJNA355175,SAMN06067838,None,None,bacteriome
GGPH00000000.1,GGPH,PRJNA355175,SAMN06067838,female,None,None
GGPH00000000.1,GGPH,PRJNA355175,SAMN06067839,None,None,head/legs/thorax
GGPH00000000.1,GGPH,PRJNA355175,SAMN06067839,female,None,None
GGPH00000000.1,GGPH,PRJNA355175,SAMN06067840,None,None,bacteriome
GGPH00000000.1,GGPH,PRJNA355175,SAMN06067840,female,None,None
GGPH00000000.1,GGPH,PRJNA355175,SAMN06067841,None,None,head/legs/thorax
GGPH00000000.1,GGPH,PRJNA355175,SAMN06067841,female,None,None
GGPH00000000.1,GGPH,PRJNA355175,SAMN06067842,None,None,bacteriome
GGPH00000000.1,GGPH,PRJNA355175,SAMN06067842,female,None,None
GGPH00000000.1,GGPH,PRJNA355175,SAMN06067843,None,None,head/legs/thorax
GGPH00000000.1,GGPH,PRJNA355175,SAMN06067843,female,None,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784527,None,None,entire individual
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784527,None,"adults, pupae, first- to third-instar larvae and eggs",None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784527,male and female,None,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784528,None,None,entire individual
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784528,None,"adults, pupae, first- to third-instar larvae and eggs",None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784528,male and female,None,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784529,None,None,antenna
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784529,None,adults,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784529,male,None,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784530,None,None,antenna
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784530,None,adults,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784530,male,None,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784531,None,None,antenna
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784531,None,adults,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784531,female,None,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784532,None,None,antenna
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784532,None,adults,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784532,female,None,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784533,None,None,antenna
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784533,None,adults,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784533,male,None,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784534,None,None,antenna
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784534,None,adults,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784534,male,None,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784535,None,None,antenna
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784535,None,adults,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784535,female,None,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784536,None,None,antenna
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784536,None,adults,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784536,female,None,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784537,None,None,leg
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784537,None,adults,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784537,male,None,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784538,None,None,leg
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784538,None,adults,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784538,male,None,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784539,None,None,leg
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784539,None,adults,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784539,female,None,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784540,None,None,leg
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784540,None,adults,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784540,female,None,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784541,None,None,leg
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784541,None,adults,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784541,male,None,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784542,None,None,leg
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784542,None,adults,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784542,male,None,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784543,None,None,leg
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784543,None,adults,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784543,female,None,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784544,None,None,leg
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784544,None,adults,None
GGOB00000000.1,GGOB,PRJNA418071,SAMN08784544,female,None,None
GBJC00000000.1,GBJC,PRJNA251501,SAMN02834829,male,None,None
GBJC00000000.1,GBJC,PRJNA251501,SAMN02834829,None,None,testis
GGNV00000000.1,GGNV,PRJNA464380,SAMN09083334,None,None,whole individual preps
GGNV00000000.1,GGNV,PRJNA464380,SAMN09083335,None,None,whole individual preps
GGNV00000000.1,GGNV,PRJNA464380,SAMN09083336,None,None,whole individual preps
GGNV00000000.1,GGNV,PRJNA464380,SAMN09083337,None,None,whole individual preps
GGNV00000000.1,GGNV,PRJNA464380,SAMN09083338,None,None,whole individual preps
GGNV00000000.1,GGNV,PRJNA464380,SAMN09083339,None,None,whole individual preps
GGNV00000000.1,GGNV,PRJNA464380,SAMN09083340,None,None,whole individual preps
GGNV00000000.1,GGNV,PRJNA464380,SAMN09083341,None,None,whole individual preps
GGNV00000000.1,GGNV,PRJNA464380,SAMN09083342,None,None,whole individual preps
GGNV00000000.1,GGNV,PRJNA464380,SAMN09083343,None,None,whole individual preps
GGNV00000000.1,GGNV,PRJNA464380,SAMN09083344,None,None,whole individual preps
GGNV00000000.1,GGNV,PRJNA464380,SAMN09083345,None,None,whole individual preps
GGNV00000000.1,GGNV,PRJNA464380,SAMN09083346,None,None,whole individual preps
GGNV00000000.1,GGNV,PRJNA464380,SAMN09083347,None,None,whole individual preps
GGNV00000000.1,GGNV,PRJNA464380,SAMN09083348,None,None,whole individual preps
GGNV00000000.1,GGNV,PRJNA464380,SAMN09083349,None,None,whole individual preps
GFZR00000000.1,GFZR,PRJNA361480,SAMN06234162,None,None,thoracic gland
GFZR00000000.1,GFZR,PRJNA361480,SAMN06234162,pooled male and female,None,None
GFZQ00000000.1,GFZQ,PRJNA361480,SAMN06234160,None,None,thoracic gland
GFZQ00000000.1,GFZQ,PRJNA361480,SAMN06234160,pooled male and female,None,None
GFRV00000000.1,GFRV,PRJNA393236,SAMN07326319,None,None,whole insect
GCCL00000000.1,GCCL,PRJNA266156,SAMN03223001,None,None,whole organism
GCCL00000000.1,GCCL,PRJNA266156,SAMN03223001,None,adult,None
GCCL00000000.1,GCCL,PRJNA266156,SAMN03223001,missing,None,None
GCDM00000000.1,GCDM,PRJNA266185,SAMN03223030,None,None,whole organism
GCDM00000000.1,GCDM,PRJNA266185,SAMN03223030,None,adult,None
GCDM00000000.1,GCDM,PRJNA266185,SAMN03223030,missing,None,None
GGMU00000000.1,GGMU,PRJNA430037,SAMN06347100,None,None,adult body
GGMU00000000.1,GGMU,PRJNA430037,SAMN06347100,None,adult,None
GGMU00000000.1,GGMU,PRJNA430037,SAMN06347100,not determined,None,None
GGMU00000000.1,GGMU,PRJNA430037,SAMN08365343,None,None,adult body
GGMU00000000.1,GGMU,PRJNA430037,SAMN08365343,None,adult,None
GGMU00000000.1,GGMU,PRJNA430037,SAMN08365343,not determined,None,None
GGMU00000000.1,GGMU,PRJNA430037,SAMN08365344,None,None,adult body
GGMU00000000.1,GGMU,PRJNA430037,SAMN08365344,None,adult,None
GGMU00000000.1,GGMU,PRJNA430037,SAMN08365344,not determined,None,None
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936755,None,None,whole body
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936755,None,adult,None
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936756,None,None,whole body
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936756,None,adult,None
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936757,None,None,whole body
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936757,None,adult,None
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936758,None,None,whole body
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936758,None,adult,None
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936759,None,None,whole body
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936759,None,adult,None
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936760,None,None,whole body
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936760,None,adult,None
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936761,None,None,whole body
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936761,None,adult,None
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936762,None,None,whole body
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936762,None,adult,None
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936763,None,None,whole body
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936763,None,adult,None
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936764,None,None,whole body
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936764,None,adult,None
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936765,None,None,whole body
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936765,None,adult,None
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936766,None,None,whole body
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936766,None,adult,None
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936767,None,None,whole body
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936767,None,adult,None
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936768,None,None,whole body
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936768,None,adult,None
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936769,None,None,whole body
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936769,None,adult,None
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936770,None,None,whole body
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936770,None,adult,None
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936771,None,None,whole body
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936771,None,adult,None
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936772,None,None,whole body
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936772,None,adult,None
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936773,None,None,whole body
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936773,None,adult,None
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936774,None,None,whole body
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936774,None,adult,None
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936775,None,None,whole body
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936775,None,adult,None
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936776,None,None,whole body
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936776,None,adult,None
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936777,None,None,whole body
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936777,None,adult,None
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936778,None,None,whole body
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936778,None,adult,None
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936779,None,None,whole body
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936779,None,adult,None
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936780,None,None,whole body
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936780,None,adult,None
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936781,None,None,whole body
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936781,None,adult,None
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936782,None,None,whole body
GGMS00000000.1,GGMS,PRJNA450380,SAMN08936782,None,adult,None
