id,species,family_name,order_name,hits,source,filtered_hits
GCA_000775305.1,Belgica antarctica,Chironomidae,Diptera,0,GCA,0.0
GCA_000441895.2,Anopheles sinensis,Culicidae,Diptera,0,GCA,0.0
GCA_000716385.1,Melitaea cinxia,Nymphalidae,Lepidoptera,0,GCA,0.0
GCA_000688715.1,Glossina pallidipes,Glossinidae,Diptera,0,GCA,0.0
GCA_000688735.1,Glossina austeni,Glossinidae,Diptera,0,GCA,0.0
GCA_000695345.1,Bactrocera tryoni,Tephritidae,Diptera,0,GCA,0.0
GCA_000671735.1,Glossina fuscipes,Glossinidae,Diptera,0,GCA,0.0
GCA_000671755.1,Glossina brevipalpis,Glossinidae,Diptera,0,GCA,0.0
GCA_000473525.2,Anopheles melas,Culicidae,Diptera,1,GCA,1.0
GCA_000473845.2,Anopheles merus,Culicidae,Diptera,1,GCA,1.0
GCA_000516895.1,Locusta migratoria,Acrididae,Orthoptera,0,GCA,0.0
GCA_000211455.3,Anopheles darlingi,Culicidae,Diptera,1,GCA,1.0
GCA_000473505.1,Anopheles atroparvus,Culicidae,Diptera,1,GCA,1.0
GCA_000473375.1,Anopheles culicifacies,Culicidae,Diptera,1,GCA,1.0
GCA_000439205.1,Anopheles nili,Culicidae,Diptera,1,GCA,1.0
GCA_000004775.1,Nasonia giraulti,Pteromalidae,Hymenoptera,1,GCA,1.0
GCA_000004795.1,Nasonia longicornis,Pteromalidae,Hymenoptera,1,GCA,1.0
